Alias,Documented Name
PAASBAN-I-AHLE-HADITH,
PASBAN-E-KASHMIR,
PASBAN-E-AHLE-HADITH,
PAASBAN-E-AHLE-HADIS,
JAMAAT-UD-DAWA,
JUD,
JAMA'AT AL-DAWA,
JAMAAT UD-DAAWA,
JAMAAT UL-DAWAH,
JAMAAT-UL-DAWA,
JAMA'AT-I-DAWAT,
JAMAIAT-UD-DAWA,
JAMA'AT-UD-DA'AWAH,
JAMA'AT-UD-DA'AWA,
JAMAATI-UD-DAWA,
IDARA KHIDMAT-E-KHALQ,
FALAH-I-INSANIAT FOUNDATION (FIF),
FALAH-E-INSANIAT FOUNDATION,
FALAH-E-INSANIYAT,
FALAH-I-INSANIYAT,
FALAH INSANIA,
WELFARE OF HUMANITY,
HUMANITARIAN WELFARE FOUNDATION,
HUMAN WELFARE FOUNDATION,
Al-Anfal Trust,
Tehrik-e-Hurmat-e-Rasool,
Tehrik-e-Tahafuz Qibla Awwal,
Al-Muhammadia Students,
Kashmir Freedom Movement,
Tehreek-e-Azadi-e-Kashmir,
Tehreek Azadi Jammu and Kashmir,
Tehreek-e-Azadi Jammu and Kashmir,
TAJK,
Tehreek-i-Azadi-i Kashmir,
Tehreek-e-Azadi-e-Jammu and Kashmir,
Movement for Freedom of Kashmir,
Milli Muslim League,
Milli Muslim League Pakistan,
MML,
CONTINUITY IRA,
CONTINUITY ARMY COUNCIL,
CONTINUITY IRISH REPUBLICAN ARMY,
REPUBLICAN SINN FEIN,
CIRA,
FIRST OF OCTOBER ANTIFASCIST RESISTANCE GROUP,
GRAPO,
LOYALIST VOLUNTEER FORCE,
LVF,
ORANGE VOLUNTEERS,
RED HAND DEFENDERS,
RHD,
ULSTER DEFENCE ASSOCIATION,
ULSTER FREEDOM FIGHTERS,
Boulghiti,Boubekeur
Boulghit,Boubakeur
al-Jaziri,Abu Bakr
Al Djazairi,Abou Bakr
El Djazairi,Abou Yasser
Al-Jazari,Yasir
Al-Jaziri,Abou Yasser
REVIVAL OF ISLAMIC HERITAGE SOCIETY,
JAMIAT IHIA AL-TURATH AL-ISLAMIYA,
REVIVAL OF ISLAMIC SOCIETY HERITAGE ON THE AFRICAN CONTINENT,
JAMIA IHYA UL TURATH,
RIHS,
Afghan Support Committee,
Ahya Ul Turas,
Jamiat Ayat-Ur-Rhas Al Islamia,
JAMIAT IHYA UL TURATH AL ISLAMIA,
LAJNAT UL MASA EIDATUL AFGHANIA,
ASC,
Al-Furqan Foundation Welfare Trust,
Al-Furqan Charitable Foundation,
Al-Furqan Welfare Foundation,
Social Development Foundation,
Organization for Peace and Development Pakistan,
Forkhan Relief Organization,
Al-Furqan al-Khariya,
Al-Furqan Kharia,
Al-Forqan Al-Khairya,
Al-Furqan Ul Khaira,
Raies Khilqatul Qurania Foundation of Pakistan,
Al-Furkan,
Al-Forkan,
Mosasa-Tul-Forqan,
Moassesa al-Furqan,
Al Mosusta Furqan,
Al-Mosasatul Furqan,
Jamiat al-Furqan,
Lajnatul Furqan,
Hayat Ur Ras al-Furqan,
Hiyat Oraz Al Islamiya,
Jamito Ahia Toras al-Islami,
Jamiat al-Haya al-Sarat,
Ahiyahu Turus,
Ahya Utras,
Hayatutras,
Hayaturas,
Al-Turaz Trust,
Al-Turaz Organization,
Hitras,
Al Forqan Charity,
East and West Enterprises,
AL-LIBI,Abd al-Muhsin
ABU BAKR,Ibrahim Ali Muhammad
SABRI,Abdel Ilah
TANTOUSH,Ibrahim Ali Abu Bakr
TANTOUCHE,Ibrahim Abubaker
TANTOUSH,Ibrahim Abubaker
ABU ANAS,
'ABD AL-MUHSI,
'ABD AL-RAHMAN,
ACCESOS ELECTRONICOS S.A.DE C.V.,
"ADMINISTRADORA DE INMUEBLES VIDA, S.A. DE C.V.",
"ADP, S.C.",
"COMPLEJO TURISTICO OASIS, S.A. DE C.V.",
OASIS BEACH RESORT & CONVENTION CENTER,
OASIS BEACH RESORT AND CONVENTION CENTER,
"DISTRIBUIDORA IMPERIAL DE BAJA CALIFORNIA, S.A. DE C.V.",
DISTRIBUIDORA IMPERIAL,
DIBC,
"FARMACIA VIDA SUPREMA, S.A. DE C.V.",
FARMACIAS VIDA,
FARMACIA VIDA,
"FORPRES, S.C.",
GEX EXPLORE S. DE R.L. DE C.V.,
"OPERADORA VALPARK, S.A. DE C.V.",
"VALPARK, S.A. DE C.V.",
AGUILAR AMAO,Miguel
AGUIRRE GALINDO,Manuel
ARELLANO FELIX,Enedina
ARELLANO FELIX DE TOLEDO,Enedina
FREGOSO AMEZQUITA,Maria Antonieta
GIL GARCIA,Jose Alejandro
HERNANDEZ PULIDO,Maria Elda
MIJARES TRANCOSO,Gilberto
MORENO MEDINA,Luis Ignacio
OROPEZA MEDRANO,Francisco Javier
RAMIREZ AGUIRRE,Sergio Humberto
TOLEDO CARREJO,Luis Raul
ABAUNZA MARTINEZ,Javier
ALBERDI URANGA,Itziar
ALCALDE LINARES,Angel
ALBISU IRIARTE,Miguel
ARZALLUS TAPIA,Eusebio
ELCORO AYASTUY,Paulo
FIGAL ARRANZ,Antonio Agustin
GOGEASCOECHEA ARRONATEGUI,Eneko
GOIRICELAYA GONZALEZ,Cristina
IPARRAGUIRRE GUENECHEA,Maria Soledad
MORCILLO TORRES,Gracia
MUGICA GONI,Ainhoa
MUNOA ORDOZGOITI,Alona
NARVAEZ GONI,Juan Jesus
OLARRA GURIDI,Juan Antonio
ORBE SEVILLANO,Zigor
OTEGUI UNANUE,Mikel
PEREZ ARAMBURU,Jon Inaki
SAEZ DE EGUILAZ MURGUIONDO,Carlos
URANGA ARTOLA,Kemen
VILA MICHELENA,Fermin
AL-HARAMAIN ISLAMIC FOUNDATION,
AL-HARAMAIN,
AL-HARAMEIN,
AL-HARAMAYN,
ALHARAMAIN FOUNDATION,
ALHARAMEIN FOUNDATION,
ALHARAMAYN FOUNDATION,
AL-HARAMEIN ISLAMIC FOUNDATION,
AL-HARAMAYN ISLAMIC FOUNDATION,
ALHARAMAIN ISLAMIC FOUNDATION,
ALHARAMEIN ISLAMIC FOUNDATION,
ALHARAMAYN ISLAMIC FOUNDATION,
AL-HARAMAIN HUMANITARIAN FOUNDATION,
AL-HARAMEIN HUMANITARIAN FOUNDATION,
AL-HARAMAYN HUMANITARIAN FOUNDATION,
MU'ASSASAT AL-HARAMAIN AL-KHAYRIYYA,
MU'ASSASAT AL-HARAMEIN AL-KHAYRIYYA,
MU'ASSASAT AL-HARAMAYN AL-KHAYRIYYA,
ALHARAMAIN,
ALHARAMEIN,
ALHARAMAYN,
ALHARAMAIN HUMANITARIAN FOUNDATION,
ALHARAMEIN HUMANITARIAN FOUNDATION,
ALHARAMAYN HUMANITARIAN FOUNDATION,
AL-HARAMAIN FOUNDATION,
AL-HARAMEIN FOUNDATION,
AL-HARAMAYN FOUNDATION,
VAZIR,
VEZIR,
AL-AQSA MARTYRS BRIGADE,
AL-AQSA MARTYRS BATTALION,
THE AID ORGANIZATION OF THE ULEMA,
AL RASHID TRUST,
AL RASHEED TRUST,
AL-RASHEED TRUST,
AL-RASHID TRUST,
AOUADI,Mohamed Ben Belgacem
AOUADI,Mohamed Ben Belkacem
BEN HENI,Lased
BEN HANI,Al As'ad
BOUCHOUCHA,Mokhtar
BUSHUSHA,Mokhtar
BOUCHOUCHA,Al-Mokhtar Ben Mohamed Ben Al-Mokhtar
ES SAYED,Abdelkader Mahmoud
ES SAYED,Kader
ESSID,Sami Ben Khemais
ELSSEID,Sami Ben Khamis Ben Saleh
AL-FAWAZ,Khalid Abd al-Rahman Hamd
AL-FAUWAZ,Khaled
AL-FAUWAZ,Khaled A.
AL-FAWWAZ,Khalid
AL FAWWAZ,Khalid
AL FAWWAZ,Khaled
AL-FAWWAZ,Khaled
AL FAWAZ,Khalid Abdulrahman H.
AL-MASRI,Abu Hamza
AL-MISRI,Abu Hamza
MUSTAFA,Mustafa Kamel
KAMEL,Mustafa
EMAN,Adam Ramsey
APAOLAZA SANCHO,Ivan
BERASATEGUI ESCUDERO,Ismael
GALLASTEGUI SODUPE,Lexuri
PALACIOS ALDAY,Gorka
QUINTANA ZORROZUA,Asier
RUBENACH ROIG,Juan Luis
ZUBIAGA BRAVO,Manex
ASKATASUNA,
GESTORAS PRO-AMNISTIA,
DA COSTA,Luis Fernando
BEIRA-MAR,Fernandinho
GONZALEZ QUIRARTE,Eduardo
GONZALEZ QUIRARTE,Lalo
GONZALEZ QUIRARTE,Jose
GONZALEZ LOPEZ,Gregorio
ORELLANA ERAZO,Hector Manuel
GOMEZ CHAVEZ,Gabriel
IBRAHIM,Haji
KHAN AFRIDI,Haji Ibrahim
KHAN,Haji Ibrahim
IBRAHIM,Haji Ehai
KNOWLES,Samuel
KNOWLES,"JR., Samuel"
TUITO,Oded
TVITO,Oded
TUITO,Daniel
TVITO,Daniel
TUITO,David
MAMO,Eliyahu
REVIVO,Simon
Ismael,ZAMBADA
ZAMBADA,El Mayo
El Mayo,
Mayo,
Geronimo,LOPEZ
Javier,HERNANDEZ
ZAMBADA,GARCIA
BABBAR KHALSA INTERNATIONAL,
INTERNATIONAL SIKH YOUTH FEDERATION,
ISYF,
NEW PEOPLE'S ARMY / COMMUNIST PARTY OF THE PHILIPPINES,
NPA,
CPP,
NEW PEOPLE'S ARMY,
NPP/CPP,
COMMUNIST PARTY OF THE PHILIPPINES,
SISON,Jose Maria
LIWINAG,Armando
BEN SOLTANE,Adel
BEN SOLTANE,Adel Ben Al-Azhar Ben Youssef
BEN ATTIA,Nabil Ben Mohamed Ben Ali
CHEKKOURI,Yassine
JELASSI,Riadh Ben Belkassem Ben Mohamed
KAMMOUN,Mehdi
KAMMOUN,Mehdi Ben Mohamed Ben Mohamed
KISHK,Samir
MAAROUFI,Tarek Ben Habib Ben Al-Toumi
REMADNA,Abdelhalim
THAER,Mansour
TLILI,Al-Azhar Ben Ammar Ben Abadallah
WADDANI,Habib
EASTERN TURKISTAN ISLAMIC MOVEMENT,
EASTERN TURKISTAN ISLAMIC PARTY,
ETIM,
ETIP,
JULAIDAN,Wa'el Hamza Abd Al-Fatah
ABU AL-HASAN AL MADANI,
JALADIN,Wa'el Hamza
JALADIN,Wa'il Hamza
JALAIDAN,Wa'el Hamza
JALAIDAN,Wa'il Hamza
JULAIDAN,Wa'il Hamza
JULAYDAN,Wa'el Hamza
JULAYDAN,Wa'il Hamza
JILDAN,Wail H.A.
BAHAJI,Said
BINALSHIBH,Ramzi Mohammed Abdullah
BIN AL SHIBH,Ramzi
BINALSHEIDAH,Ramzi Mohamed Abdullah
OMAR,Ramzi Mohammed Abdellah
EL MOTASSADEQ,Mounir
ESSABAR,Zakarya
ESSABAR,Zakariya
TUNISIAN COMBAT GROUP,
GCT,
GROUPE COMBATTANT TUNISIEN,
JAMA'A COMBATTANTE TUNISIEN,
JCT,
TUNISIAN COMBATANT GROUP,
"GLOBAL RELIEF FOUNDATION, INC.",
"GLOBAL RELIEF FOUNDATION, INC.",
FONDATION SECOURS MONDIAL A.S.B.L.,
FONDATION SECOURS MONDIAL-BELGIQUE A.S.B.L.,
FONDATION SECOURS MONDIAL-KOSOVA,
FONDATION SECOURS MONDIAL VZW,
FONDATION SECOURS MONDIAL 'WORLD RELIEF',
FSM,
"STICHTING WERELDHULP-BELGIE, V.Z.W.",
SECOURS MONDIAL DE FRANCE,
JEMAA ISLAMIYAH,
JEMA'A ISLAMIYAH,
JEMA'A ISLAMIYYA,
JEMA'A ISLAMIYYAH,
JEMA'AH ISLAMIYAH,
JEMA'AH ISLAMIYYAH,
JEMAA ISLAMIYA,
JEMAA ISLAMIYYA,
JEMAA ISLAMIYYAH,
JEMAAH ISLAMIAH,
JEMAAH ISLAMIYAH,
JEMAAH ISLAMIYYAH,
JI,
GOMEZ BUSTAMANTE,Luis Hernando
MONTOYA SANCHEZ,Diego Leon
AGRICOLA DOIMA DEL NORTE DEL VALLE LTDA.,
AGROPECUARIA MIRALINDO S.A.,
ARIZONA S.A.,
GANADERIA EL VERGEL LTDA.,
GANADERIAS BILBAO LTDA.,
INMOBILIARIA EL ESCORIAL LTDA.,
INMOBILIARIA LINARES LTDA.,
INMOBILIARIA PASADENA LTDA.,
INVERSIONES LA QUINTA Y CIA. LTDA.,
LADRILLERA LA CANDELARIA LTDA.,
MONTOYA LUNA E HIJOS Y CIA. S.C.S.,
ORGANIZACION LUIS HERNANDO GOMEZ BUSTAMANTE Y CIA S.C.S.,
VISCAYA LTDA.,
VIZCAYA LTDA.,
GOMEZ APONTE,Laura Victoria
GOMEZ GOMEZ,Viviana
GOMEZ JARAMILLO,Olga Cecilia
HURTADO ROMERO,Jairo Jose
MENDEZ SALAZAR,John Jairo
MONTOYA SANCHEZ,Eugenio
CARVAJAL TAFURT,Hector Fabio
MONTOYA SANCHEZ,Juan Carlos
RUIZ CASTANO,Maria Helena
ECHEBERRIA SIMARRO,Leire
ECHEGARAY ACHIRICA,Alfonso
IZTUETA BARANDICA,Enrique
VALLEJO FRANCO,Inigo
BENEVOLENCE INTERNATIONAL FOUNDATION,
AL BIR AL DAWALIA,
BIF,
BIF-USA,
MEZHDUNARODNYJ BLAGOTVORITEL'NYJ FOND,
BENEVOLENCE INTERNATIONAL FUND,
BENEVOLENT INTERNATIONAL FUND,
BIF-CANADA,
BOSANSKA IDEALNA FUTURA,
BECF CHARITABLE EDUCATIONAL CENTER,
BENEVOLENCE EDUCATIONAL CENTER,
BIF-BOSNIA,
BOSNIAN IDEAL FUTURE,
MOROCCAN ISLAMIC COMBATANT GROUP,
GICM,
GROUPE ISLAMIQUE COMBATTANT MAROCAIN,
LAJNAT AL DAAWA AL ISLAMIYYA,
ISLAMIC CALL COMMITTEE,
LAJNA ALDAWA ALISALMIAH,
LAJNA ALDAWA ALISLAMIA,
LAJNA ALDAWA ALISLAMIYA,
LAJNAT AL D'AWA AL ISLAMIAK,
LAJNAT AL DAAWA AL ISLAMIYA,
LAJNAT AL DAWA,
LAJNAT AL DAWA AL ISLAMIA,
LAJNAT ALDAWA AL ISLAMIAH,
LAJNAT ALDAWA ALISLAMIA,
SAYADI,Nabil Abdul Salam
ABOU ZEINAB,
ISAMUDDIN,Nurjaman Riduan
HAMBALI,
ISOMUDDIN,Riduan
NURJAMAN,
NURJAMAN,Encep
ABDURRAHMAN,Mohamad Iqbal
A RAHMAN,Mohamad Iqbal
ABDURRAHMAN,Abu Jibril
ABU JIBRIL,
RAHMAN,Mohamad Iqbal
MUQTI,Fihiruddin
MUQTI,Fikiruddin
ABDUL RAHMAN,Mohamad Iqbal
STICHTING BENEVOLENCE INTERNATIONAL NEDERLAND,
BENEVOLENCE INTERNATIONAL NEDERLAND,
STG.BENEVOLENCE INTERNATIONAL NEDERLAND,
LASHKAR I JHANGVI,
LASHKAR E JHANGVI,
LASHKAR-I-JHANGVI,
LJ,
Lashkar e Jhangvi al-Alami,
Lashkar e Jhangvi al-Almi,
LeJ al-Alami,
HEKMATYAR,Gulbuddin
HEKHMARTYAR,Gulbuddin
HEKMATIAR,Gulbuddin
HEKMATYAR,Gulabudin
HEKMETYAR,Gulbudin
HIKMETYAR,Golboddin
KHEKMATIYAR,Gulbuddin
ANSAR AL-ISLAM,
JUND AL-ISLAM,
ANSAR AL-SUNNA,
ANSAR AL-SUNNA ARMY,
JAISH ANSAR AL-SUNNA,
DEVOTEES OF ISLAM,
FOLLOWERS OF ISLAM IN KURDISTAN,
KURDISTAN SUPPORTERS OF ISLAM,
SOLDIERS OF ISLAM,
KURDISH TALIBAN,
SOLDIERS OF GOD,
SUPPORTERS OF ISLAM IN KURDISTAN,
HELPERS OF ISLAM,
PARTISANS OF ISLAM,
THE RIYADUS-SALIKHIN RECONNAISSANCE AND SABOTAGE BATTALION OF CHECHEN MARTYRS,
RIYADH-AS-SALIHEEN,
RIYADUS-SALIKHIN RECONNAISSANCE AND SABOTAGE BATTALION OF SHAHIDS (MARTYRS),
RIYADUS-SALIKHIN RECONNAISSANCE AND SABOTAGE BATTALION,
THE SABOTAGE AND MILITARY SURVEILLANCE GROUP OF THE RIYADH AL-SALIHIN MARTYRS,
THE SPECIAL PURPOSE ISLAMIC REGIMENT,
ISLAMIC REGIMENT OF SPECIAL MEANING,
THE AL-JIHAD-FISI-SABILILAH SPECIAL ISLAMIC REGIMENT,
THE ISLAMIC SPECIAL PURPOSE REGIMENT,
THE ISLAMIC INTERNATIONAL BRIGADE,
INTERNATIONAL BATTALION,
ISLAMIC PEACEKEEPING INTERNATIONAL BRIGADE,
PEACEKEEPING BATTALION,
THE INTERNATIONAL BRIGADE,
THE ISLAMIC PEACEKEEPING ARMY,
THE ISLAMIC PEACEKEEPING BRIGADE,
CHIWENGA,Constantino Guveya
Chiwenga,Constantino
Chiwenga,Constantine
Chiwenga,Constantino
MNANGAGWA,Emmerson Dambudzo
Crocodile,
Mnangagwa,Emmerson
MUCHINGURI,Oppah Charm Zvipange
Muchinguri,Oppah
Muchinguri,Oppah Chamu Zvipange
Muchinguri Kashiri,Oppah Chamu Zvipange
VALENCIA TRUJILLO,Joaquin Mario
BANANERA AGRICOLA S.A.,
BANAGRICOLA S.A.,
CIA. MINERA DAPA S.A.,
COMPANIA DE FOMENTO MERCANTIL S.A.,
CONSTRUCCIONES PROGRESO DEL PUERTO S.A.,
CONPUERTO S.A.,
CREDISA S.A.,
COMERCIALIZADORA AUTOMOTRIZ S.A.,
CRIADERO LA LUISA E.U.,
INDUSTRIA AGROPECUARIA SANTA ELENA LTDA.,
DRAGADOS Y MUELLES GAVIOTA LTDA.,
GRANJA LA SIERRA LTDA.,
GRAN MUELLE S.A.,
MIRA E.U.,
OCCIDENTAL DE PAPELES LTDA.,
OCCIPAPEL LTDA.,
SERVICIO AEREO DE SANTANDER E.U.,
S.A.S. E.U.,
UNIDAS S.A.,
MONTANO ALVAREZ,Luis Hernando
TODOBOLSAS Y COLSOBRES,
RODRIGUEZ CARRENO LTDA. TODO BOLSAS Y COLSOBRES,
AL-AQSA FOUNDATION,
AL-AQSA SPANMAL STIFTELSE,
AL-AQSA ASBL,
AL-AQSA CHARITABLE FOUNDATION,
AL-AQSA CHARITABLE ORGANIZATION,
AL-AQSA E.V.,
AL-AQSA INTERNATIONAL FOUNDATION,
AL-AQSA ISLAMIC CHARITABLE SOCIETY,
AL-AQSA SINABIL ESTABLISHMENT,
AL-AQSA SPANM I STIFTELSE,
AQSSA SOCIETY,
AQSSA SOCIETY YEMEN,
CHARITABLE AL-AQSA ESTABLISHMENT,
CHARITABLE SOCIETY TO HELP THE NOBLE AL-AQSA,
FORENINGEN AL-AQSA,
ISLAMIC CHARITABLE SOCIETY FOR AL-AQSA,
MU' ASA AL-AQSA AL-KHAYRIYYA,
MU' ASSA SANABIL AL-AQSA AL-KHAYRIYYA,
SANABIL AL-AQSA CHARITABLE FOUNDATION,
STICHTING AL-AQSA,
SWEDISH CHARITABLE AQSA EST.,
NUSRAT AL-AQSA AL-SHARIF,
AL-AQSA E.V.,
AL-AQSA SPANMAL STIFTELSE,
AL-AQSA ASBL,
AL-AQSA FOUNDATION,
AL-AQSA CHARITABLE FOUNDATION,
AL-AQSA CHARITABLE ORGANIZATION,
AL-AQSA INTERNATIONAL FOUNDATION,
AL-AQSA ISLAMIC CHARITABLE SOCIETY,
AL-AQSA SINABIL ESTABLISHMENT,
AL-AQSA SPANM I STIFTELSE,
AQSSA SOCIETY,
AQSSA SOCIETY YEMEN,
CHARITABLE AL-AQSA ESTABLISHMENT,
CHARITABLE SOCIETY TO HELP THE NOBLE AL-AQSA,
FORENINGEN AL-AQSA,
ISLAMIC CHARITABLE SOCIETY FOR AL-AQSA,
MU' ASA AL-AQSA AL-KHAYRIYYA,
MU' ASSA SANABIL AL-AQSA AL-KHAYRIYYA,
SANABIL AL-AQSA CHARITABLE FOUNDATION,
STICHTING AL-AQSA,
SWEDISH CHARITABLE AQSA EST.,
NUSRAT AL-AQSA AL-SHARIF,
STICHTING AL-AQSA,
AL-AQSA SPANMAL STIFTELSE,
AL-AQSA ASBL,
AL-AQSA CHARITABLE FOUNDATION,
AL-AQSA CHARITABLE ORGANIZATION,
AL-AQSA E.V.,
AL-AQSA FOUNDATION,
AL-AQSA INTERNATIONAL FOUNDATION,
AL-AQSA ISLAMIC CHARITABLE SOCIETY,
AL-AQSA SINABIL ESTABLISHMENT,
AL-AQSA SPANM I STIFTELSE,
AQSSA SOCIETY,
AQSSA SOCIETY YEMEN,
CHARITABLE AL-AQSA ESTABLISHMENT,
CHARITABLE SOCIETY TO HELP THE NOBLE AL-AQSA,
FORENINGEN AL-AQSA,
ISLAMIC CHARITABLE SOCIETY FOR AL-AQSA,
MU' ASA AL-AQSA AL-KHAYRIYYA,
MU' ASSA SANABIL AL-AQSA AL-KHAYRIYYA,
SANABIL AL-AQSA CHARITABLE FOUNDATION,
SWEDISH CHARITABLE AQSA EST.,
NUSRAT AL-AQSA AL-SHARIF,
FORENINGEN AL-AQSA,
AL-AQSA SPANMAL STIFTELSE,
AL-AQSA ASBL,
AL-AQSA CHARITABLE FOUNDATION,
AL-AQSA CHARITABLE ORGANIZATION,
AL-AQSA E.V.,
AL-AQSA FOUNDATION,
AL-AQSA INTERNATIONAL FOUNDATION,
AL-AQSA ISLAMIC CHARITABLE SOCIETY,
AL-AQSA SINABIL ESTABLISHMENT,
AL-AQSA SPANM I STIFTELSE,
AQSSA SOCIETY,
AQSSA SOCIETY YEMEN,
CHARITABLE AL-AQSA ESTABLISHMENT,
CHARITABLE SOCIETY TO HELP THE NOBLE AL-AQSA,
ISLAMIC CHARITABLE SOCIETY FOR AL-AQSA,
MU' ASA AL-AQSA AL-KHAYRIYYA,
MU' ASSA SANABIL AL-AQSA AL-KHAYRIYYA,
SANABIL AL-AQSA CHARITABLE FOUNDATION,
STICHTING AL-AQSA,
SWEDISH CHARITABLE AQSA EST.,
NUSRAT AL-AQSA AL-SHARIF,
AL-AQSA,
AL-AQSA SPANMAL STIFTELSE,
AL-AQSA CHARITABLE FOUNDATION,
AL-AQSA CHARITABLE ORGANIZATION,
AL-AQSA E.V.,
AL-AQSA FOUNDATION,
AL-AQSA INTERNATIONAL FOUNDATION,
AL-AQSA ISLAMIC CHARITABLE SOCIETY,
AL-AQSA SINABIL ESTABLISHMENT,
AL-AQSA SPANM I STIFTELSE,
AQSSA SOCIETY,
AQSSA SOCIETY YEMEN,
CHARITABLE AL-AQSA ESTABLISHMENT,
CHARITABLE SOCIETY TO HELP THE NOBLE AL-AQSA,
FORENINGEN AL-AQSA,
ISLAMIC CHARITABLE SOCIETY FOR AL-AQSA,
MU' ASA AL-AQSA AL-KHAYRIYYA,
MU' ASSA SANABIL AL-AQSA AL-KHAYRIYYA,
SANABIL AL-AQSA CHARITABLE FOUNDATION,
STICHTING AL-AQSA,
SWEDISH CHARITABLE AQSA EST.,
NUSRAT AL-AQSA AL-SHARIF,
ASBL,
AQSSA SOCIETY YEMEN,
AL-AQSA SPANMAL STIFTELSE,
AL-AQSA ASBL,
AL-AQSA CHARITABLE FOUNDATION,
AL-AQSA CHARITABLE ORGANIZATION,
AL-AQSA E.V.,
AL-AQSA FOUNDATION,
AL-AQSA INTERNATIONAL FOUNDATION,
AL-AQSA ISLAMIC CHARITABLE SOCIETY,
AL-AQSA SINABIL ESTABLISHMENT,
AL-AQSA SPANM I STIFTELSE,
AQSSA SOCIETY,
CHARITABLE AL-AQSA ESTABLISHMENT,
CHARITABLE SOCIETY TO HELP THE NOBLE AL-AQSA,
FORENINGEN AL-AQSA,
ISLAMIC CHARITABLE SOCIETY FOR AL-AQSA,
MU' ASA AL-AQSA AL-KHAYRIYYA,
MU' ASSA SANABIL AL-AQSA AL-KHAYRIYYA,
SANABIL AL-AQSA CHARITABLE FOUNDATION,
STICHTING AL-AQSA,
SWEDISH CHARITABLE AQSA EST.,
NUSRAT AL-AQSA AL-SHARIF,
AL-AQSA FOUNDATION,
AL-AQSA SPANMAL STIFTELSE,
AL-AQSA ASBL,
AL-AQSA CHARITABLE FOUNDATION,
AL-AQSA CHARITABLE ORGANIZATION,
AL-AQSA E.V.,
AL-AQSA INTERNATIONAL FOUNDATION,
AL-AQSA ISLAMIC CHARITABLE SOCIETY,
AL-AQSA SINABIL ESTABLISHMENT,
AL-AQSA SPANM I STIFTELSE,
AQSSA SOCIETY,
AQSSA SOCIETY YEMEN,
CHARITABLE AL-AQSA ESTABLISHMENT,
CHARITABLE SOCIETY TO HELP THE NOBLE AL-AQSA,
FORENINGEN AL-AQSA,
ISLAMIC CHARITABLE SOCIETY FOR AL-AQSA,
MU' ASA AL-AQSA AL-KHAYRIYYA,
MU' ASSA SANABIL AL-AQSA AL-KHAYRIYYA,
SANABIL AL-AQSA CHARITABLE FOUNDATION,
STICHTING AL-AQSA,
SWEDISH CHARITABLE AQSA EST.,
NUSRAT AL-AQSA AL-SHARIF,
AL-AQSA FOUNDATION,
AL-AQSA SPANMAL STIFTELSE,
AL-AQSA ASBL,
AL-AQSA CHARITABLE FOUNDATION,
AL-AQSA CHARITABLE ORGANIZATION,
AL-AQSA E.V.,
AL-AQSA INTERNATIONAL FOUNDATION,
AL-AQSA ISLAMIC CHARITABLE SOCIETY,
AL-AQSA SINABIL ESTABLISHMENT,
AL-AQSA SPANM I STIFTELSE,
AQSSA SOCIETY,
AQSSA SOCIETY YEMEN,
CHARITABLE AL-AQSA ESTABLISHMENT,
CHARITABLE SOCIETY TO HELP THE NOBLE AL-AQSA,
FORENINGEN AL-AQSA,
ISLAMIC CHARITABLE SOCIETY FOR AL-AQSA,
MU' ASA AL-AQSA AL-KHAYRIYYA,
MU' ASSA SANABIL AL-AQSA AL-KHAYRIYYA,
SANABIL AL-AQSA CHARITABLE FOUNDATION,
STICHTING AL-AQSA,
SWEDISH CHARITABLE AQSA EST.,
NUSRAT AL-AQSA AL-SHARIF,
AL-AQSA FOUNDATION,
AL-AQSA SPANMAL STIFTELSE,
AL-AQSA ASBL,
AL-AQSA CHARITABLE FOUNDATION,
AL-AQSA CHARITABLE ORGANIZATION,
AL-AQSA E.V.,
AL-AQSA INTERNATIONAL FOUNDATION,
AL-AQSA ISLAMIC CHARITABLE SOCIETY,
AL-AQSA SINABIL ESTABLISHMENT,
AL-AQSA SPANM I STIFTELSE,
AQSSA SOCIETY,
AQSSA SOCIETY YEMEN,
CHARITABLE AL-AQSA ESTABLISHMENT,
CHARITABLE SOCIETY TO HELP THE NOBLE AL-AQSA,
FORENINGEN AL-AQSA,
ISLAMIC CHARITABLE SOCIETY FOR AL-AQSA,
MU' ASA AL-AQSA AL-KHAYRIYYA,
MU' ASSA SANABIL AL-AQSA AL-KHAYRIYYA,
SANABIL AL-AQSA CHARITABLE FOUNDATION,
STICHTING AL-AQSA,
SWEDISH CHARITABLE AQSA EST.,
NUSRAT AL-AQSA AL-SHARIF,
ADEMI,Xhevat
ADILI,Gafur
ALBANIAN NATIONAL ARMY,
ANA,
AKSh,
ALISPAHIC,Bakir
ARMY OF THE REPUBLIC OF ILIRIDA,
ARI,
BAJAGIC,Zvonko
DUGA PUSKA,
BANOVIC,Predrag
BEQIRI,Idajet
BEQIRI,Hidajet
BEXHETI,Nuri
BIO CORPORATION,
BOSNIAN INVESTMENT ORGANIZATION,
BJELICA,Milovan
CICKO,
BLAGOJEVIC,Vidoje
BLASKIC,Tihomir
BORAVCANIN,Ljubomir
BOSKOVSKI,Ljube
BRDJANIN,Radoslav
BUTKA,Spiro
CERKEZ,Mario
CESIC,Ranko
CESIC-ROJS,Ljubo
CETNIK RAVNAGORSKI POKRET,
CRP,
CORIC,Valentin
DALIPI,Tahir
DELIC,Hazim
DOSEN,Damir
ELSHANI,Gafur
FRONT FOR ALBANIAN NATIONAL UNITY,
FBKSh,
FURUNDZIJA,Anto
FUSTAR,Dusan
